title,company,location,date_posted,description,url,source
Loss Prevention Officer,JW Marriott Muscat (Muscat),Muscat,2025-06-18T11:41:44,"Job SummaryYour watchful eye and protective instinct goes far beyond basic. Because of you, our guests can come and go freely without worry. Your dedication to safety provides the guest the same sense of security as they feel in their own home.What you'll do Patrol all areas of the property and assist guests with room access Monitor security feeds and conduct daily physical hazard inspections Respond to accidents and assist guests/employees during emergency situations Defuse guest disturbances and escort individuals from the property if necessary Conduct investigations, gather evidence, and facilitate interviews with relevant parties Complete required shift reports and maintain confidentiality of all loss prevention documents Perks you deserve We'll support you in and out of the workplace by offering Team-spirited coworkers Learning and development opportunities Encouraging management Wellbeing programs Discounts on hotel rooms, gift shop items, food and beverage Recognition programs What we're looking for Strong communication skills A history of thriving in stressful situations A team-first attitude A gift for paying attention to the smallest details Exercise good judgment and maintain a professional demeanor This role requires compliance with quality assurance expectations and standards. You may be required to stand, sit, or walk for an extended period of time. Move, lift, carry, push, pull, and place objects weighing less than or equal to 50 pounds without assistance and assist with moving objects weighing in excess of 75 pounds. Enter and locate work-related information using computers and/or point of sale systems. Perform other reasonable job duties as requested by Supervisors. Edarabia",https://www.careerjet.com.om/jobad/om692fd5f876ba9cf6e659aa655d7f3fd5,careerjet
Consultant – IPP Development-Muscat-Oman-12 Months,Segula Technologies,Muscat,2025-06-22T11:41:44,"Company DescriptionDo you want to shape the world of tomorrow and work on innovative projects? Then you're a good fit for us! We are a global engineering group with 15,000 employees and 140 locations worldwide. With our services, we are driving the topics of energy efficiency, climate protection and decarbonization and developing tech industries into new dimensions.The world of SEGULA Technologies Experts revolves around industries such as automotive, software, energy and life sciences. As an independent player, we support OEMs and suppliers with personal engineering services. Take advantage of new opportunities and take on exciting tasks and attractive positions with direct customer assignment.Job DescriptionJob Title: Consultant – IPP DevelopmentLocation: Muscat, Oman (Client’s Office) Duration: 12 Months Working Hours: 7:30 AM – 3:30 PM (Sunday to Thursday)QualificationsJob DescriptionWe are seeking a highly qualified Consultant – IPP Development to support our client's initiatives in developing and delivering Independent Power Producer (IPP) projects across renewable and thermal energy sectors. This role is based in Muscat, Oman and will focus on providing strategic, technical, and commercial expertise to drive the successful execution of power generation projects, with a particular emphasis on solar PV design and development.Key ResponsibilitiesLead and provide expert guidance in the development of IPP projects, including both renewable energy (with a strong focus on solar PV) and thermal power.Support the preparation, drafting, and review of Statements of Work (SOW) and related technical and commercial documents for consultants, contractors, and service providers.Conduct and validate financial models, feasibility studies, and technical due diligence for potential power projects.Provide technical oversight for the design, specification, and layout of solar PV systems, including assessment of site conditions, performance modeling, system sizing, and optimization.Coordinate with internal teams, project developers, regulatory authorities, EPC contractors, and financial institutions throughout all project phases.Ensure projects comply with local energy regulations, international codes, and industry best practices.Monitor and report on project timelines, budgets, and key milestones; proactively address risks and roadblocks.Advise the General Manager and senior leadership on strategic decisions related to IPP structuring, partnerships, and technology evaluation.Qualifications & SkillsMinimum 7-10 years of experience in IPP project development, preferably with exposure to both renewable and thermal energy projects.Strong technical knowledge in the design and engineering of solar PV systems, including familiarity with tools such as PVsyst, AutoCAD, and Helioscope.Proven experience in financial structuring, contract management, and project lifecycle management in the power sector.Solid understanding of GCC/regional regulatory frameworks and permitting processes related to energy projects.Excellent communication, stakeholder engagement, and negotiation skills.Ability to manage multiple projects independently and deliver under tight timelines.Additional InformationPlease note that only shortlisted candidates will be contacted Segula Technologies",https://www.careerjet.com.om/jobad/omfbd2be72576f2aa8431edb09b425bb28,careerjet
Data Analyst,Rotana,Oman,2025-05-30T11:41:44,"Data AnalystJob Location : OmanRequirement: Qualification should be Graduation 3-5 years experience Skills: Cost optimization, analytics, reporting, data-driven decisions Go to Gulf",https://www.careerjet.com.om/jobad/omdb0cf92b40a6d3bb3d54f44fad5e0519,careerjet
Document Controller,Worley,Oman,2025-06-18T11:41:45,"Location: Oman (Interview in Hungary) Position Type: Full-timeJob Description:Manage and oversee all project documentation related to the Oil & Gas operations. Ensure proper filing, version control, and accessibility of documents. Coordinate document review, approval, and distribution processes among project teams. Maintain document logs and ensure compliance with company standards and procedures. Support audits by providing organized and up-to-date documentation. Collaborate with project stakeholders to ensure timely document flow.Candidate Requirements:Minimum 10+ years of experience in document control within Refinery, Power Plant, or Petrochemical industries. Proficiency with document management systems (e.g., EDMS, SharePoint, Aconex). Strong organizational and communication skills. Attention to detail and accuracy. Ability to work under pressure and meet deadlines. Go to Gulf",https://www.careerjet.com.om/jobad/om4e7029a74435ce1894bb505bc7d1da53,careerjet
Senior Marine Superintendent (Piling works),Six Construct,"Sohar, Al Batinah",2025-06-21T11:41:45,"Company DescriptionSix Construct, a subsidiary of the BESIX Group, is the largest Belgian construction company operating in the Middle East. The company combines the efforts of a highly skilled workforce, along with strategic planning and innovative use of technology to overcome the most complex business challenges. Six Construct is a multi-services company that operates in the construction of commercial and residential buildings, sport and leisure facilities, infrastructure and marine-related projects. The company currently has a massive workforce worldwide.Job DescriptionAs a Senior Marine Superintendent, you will play a crucial role in the management and oversight of marine piling activities in construction projects. This position involves supervising and coordinating all aspects of piling operations in marine and coastal environments.Your role is crucial in ensuring the successful execution of marine piling projects, maintaining the highest safety and quality standards, and contributing to the overall success of marine construction activities.Your responsibilities include but not limited to the following: Take charge of the planning, execution, and completion of marine piling projects, ensuring they align with project specifications, timelines, and budgets. Lead and manage a team of piling supervisors, foremen, divers, and crew members, fostering teamwork and ensuring efficient operations. Demonstrate a deep understanding of marine piling techniques, equipment, and methodologies, providing guidance and technical expertise to the team. Oversee the operation, maintenance, and procurement of piling equipment and machinery, guaranteeing their optimal performance. Maintain high standards of quality and safety in piling operations, conducting regular inspections and ensuring compliance with industry standards and regulations. Enforce strict safety protocols and practices, mitigating risks, and prioritizing the safety of the workforce and marine environment. Implement environmentally responsible practices to minimize the impact of piling activities on the surrounding marine ecosystem, adhering to environmental regulations. Maintain comprehensive project records, including progress reports, equipment usage, safety incidents, and financial documentation. Collaborate with project managers, engineers, contractors, and clients to provide project updates, address technical challenges, and find solutions to issues that may arise. Assist in budget planning and control, ensuring that piling operations remain within budgetary constraints. Demonstrate excellent understanding of rigging, slinging, and various lifting accessories to ensure safe and efficient operations. Proficiently operate a variety of Piling Equipment, including Vibro Hammers, Hydro Hammers, and Crawler Cranes, ensuring optimal performance. Skillfully identify and resolve piling-related issues to minimize downtime and maintain project timelines. Analyze soil investigation reports to make informed construction decisions, ensuring stability and integrity of piling installations. Qualifications Candidate must have Bachelor’s Degree in Civil, Marine Engineering or Construction Management, or similar. Extensive experience in marine piling operations, with a strong background in piling techniques, equipment, and methodologies. Professional Certifications such as Professional Engineer (PE) License, PMP, Health and Safety Certification is a plus Proven leadership and team management skills, ideally in a senior role. Possess extensive knowledge and expertise in Sheet Pile work, Steel Casing Pipes, Steel Structures, Onshore and Offshore Piling Frames. In-depth knowledge of safety regulations, environmental protection measures, and industry standards related to marine construction. Competency in operating and maintaining piling equipment. Candidate should possess expertise in formwork systems utilized in marine construction. Excellent communication and problem-solving abilities. Strong attention to detail and a commitment to quality control. Project management skills, including budget planning and control. Understanding of environmental considerations and their importance in marine construction. Willing to take project assignments across the Middle East, Tanzania, and Mozambique, and open to working on a rotation basis. Additional InformationWe believe our employees are key to our success, hence, we offer an inspiring working environment where our people feel rewarded & engaged. Career opportunities & training programs are offered to help you develop both personally and professionally and we offer attractive additional benefits to your monthly remuneration. Six Construct",https://www.careerjet.com.om/jobad/om06f31f50f5fec6d9afcd952faf5da235,careerjet
Speech-Language Pathologist,Leading Edge,Muscat,2025-06-21T11:41:45,"Job Title: Speech-Language Pathologist (SLP) Location: Muscat, OmanJob SummaryOur client is seeking a licensed and compassionate Speech-Language Pathologist to join their team. The successful candidate will be responsible for evaluating, diagnosing, and treating individuals with communication and swallowing disorders. This role requires strong clinical skills, excellent communication abilities, and a passion for working with diverse populations.Key Responsibilities- Conduct comprehensive evaluations to identify communication and swallowing disorders in individuals of all ages.- Develop and implement personalized treatment plans to address specific communication and swallowing needs.- Provide speech, language, and swallowing therapy to individuals, groups, and families.- Work closely with multidisciplinary teams, including healthcare professionals, educators, and family members to ensure comprehensive care.- Educate patients, families, and caregivers about communication and swallowing disorders, treatment options, and strategies for support.- Maintain accurate and detailed patient records, including assessment results, treatment plans, and progress notes.Requirements- Master's degree in Speech-Language Pathology or a related field.- Certificate of Clinical Competence in Speech-Language Pathology (CCC-SLP) from the American Speech-Language-Hearing Association (ASHA).- State licensure as a Speech-Language Pathologist (requirements may vary by state). - Ability to work effectively with individuals, families, and multidisciplinary teams.- Previous experience working with diverse populations and age groups preferred. Leading Edge",https://www.careerjet.com.om/jobad/om9bc69fed0cb7b846fd21dddf55891ec7,careerjet
Teacher,Info Resume Edge,Muscat,2025-06-20T11:41:46,"We are seeking a dedicated and passionate Teacher to join our educational team. The ideal candidate will have strong expertise in subject matter, effective teaching strategies, and a commitment to fostering a positive learning environment. The Teacher will be responsible for delivering high-quality instruction, supporting student learning, and participating in school community activities.Key Responsibilities: Develop and implement lesson plans that meet curriculum guidelines and educational standards. Deliver engaging and interactive instruction to students, ensuring concepts are understood. Assess and monitor student progress through assignments, tests, and projects. Create a safe and supportive learning environment that encourages student participation. Adapt teaching methods to accommodate different learning styles and abilities. Maintain classroom discipline and manage student behavior effectively. Collaborate with colleagues, parents, and administrators to support student achievement. Prepare students for standardized tests and other evaluations as required. Attend professional development sessions, staff meetings, and school events. Maintain accurate and timely records of student progress and attendance. Qualifications: Bachelor's Degree in Education or related field (Master's preferred). Valid teaching certification or license. Proven experience in teaching or education field. Strong communication and interpersonal skills. Proficiency in using educational technology and digital learning platforms. Skills: Excellent classroom management skills. Ability to motivate and inspire students. Strong organizational and time-management skills. Adaptability and problem-solving abilities. Collaborative mindset and ability to work in a team environment. Info Resume Edge",https://www.careerjet.com.om/jobad/omf4cf0ef743b632cd46f7be697ad236ce,careerjet
Operations Shift Manager - Multi-Port Terminal Operations,Impact Talent,Muscat,2025-06-22T11:41:46,"Operations Shift Manager - Multi-Port Terminal OperationsLocation: OmanStep into a pivotal leadership role with a leading international port operator and logistics provider, driving complex terminal operations in a dynamic and globally connected environment.As Operations Shift Manager, you'll be at the heart of shift operations, overseeing the seamless movement of cargo across landside and vessel-side operations. This is your opportunity to lead frontline teams, optimise port performance, and ensure safe, efficient, and high-quality service delivery in a critical logistics hub.What You'll Be Doing Supervising all cargo-related activities across vessel discharge/loading, warehousing, delivery, and logistics, ensuring adherence to safety and operational standards Planning and monitoring berth allocations, labour, and equipment requirements in coordination with yard planners Briefing shift supervisors, monitoring real-time performance, and making on-the-spot operational decisions Driving safety culture by ensuring team training and compliance with HSSE standards Managing delivery logistics and supervising cargo handling accuracy and quality Liaising with customers, port stakeholders, and regulatory bodies to ensure smooth operational flow Supporting continuous improvement initiatives by identifying process gaps and collaborating on solutions What You'll Bring to the Table Minimum 10 years of experience in maritime, port, or terminal operations, with hands-on knowledge of cargo and logistics processes Proven experience in vessel loading and unloading, particularly with project cargo and break bulk, is essential Proven leadership experience with the ability to guide and motivate diverse shift teams Competency in relevant systems including Navis (MTN), HRMS, EXB, and Microsoft Office Attention to detail, a proactive mindset, and a strong commitment to safety Flexibility to work shifts, including holidays as required What's in It for You? Competitive expatriate package including accommodation, transportation, and comprehensive insurance Two return flights annually to your home country Work with a respected international operator with high safety and operational standards Gain exposure to advanced terminal systems and continuous professional development Be part of a collaborative, multicultural team committed to excellence Take the Next Step in Your CareerIf you're ready to take on the Operations Shift Manager role and thrive in a strategic operational position within a leading logistics hub, we want to hear from you.Please apply now to start a confidential conversation with our executive search team. We'll support you through every step of the process and ensure this move adds real value to your career. Impact Talent",https://www.careerjet.com.om/jobad/omd4b850ae25f06b8828f5c5a418f49b7f,careerjet
Income Auditor,Anantara,"Salalah, Dhofar",2025-06-19T11:41:47,"Company DescriptionA luxury hospitality brand for modern travelers, Anantara connects guests to genuine places, people and stories through personal experiences and providing heartfelt hospitality in the world’s most exciting destinations. From pristine islands and tropical beaches to cosmopolitan cities, tranquil deserts and lush jungles, Anantara welcomes guests for journeys rich in discovery.Job DescriptionThe Income Auditor is responsible for auditing the daily revenue postings and adjustments processed. Balancing the daily revenue to the cash postings, tracking of the daily payroll report, and circulation of management reports. Work with department managers to ensure the hotel is in compliance with established standards. Balances hotel cash receipts and hotel credit cards. Balances daily charges and post necessary adjustments. Audit previous day postings for accuracy and ensure support ties to postings Prepares income breakdowns for each hotel outlet. Prepares and distribute daily management reports. Follow up on revenue audit issues in compliance with policies and procedures. Follow up the resolution of cashier over/shorts Assist Credit Manager with the resolution of credit card chargebacks. Maintain orderly daily audit packs for Hotel Receive, investigate, and respond to internal inquiries regarding daily reports Prepare and distribute daily routing pack of promotional checks and rebates Prepare monthly sales and use tax returns Audit telephone revenue vs. call accounting reports Audit banquet checks for accuracy Balance front desk and F&B paperwork Load monthly forecast and last year into income report Monitor Cash Machine, create/delete users, review daily reports and balance vs deposits and follow up on variances, order cash replenishment, prepare deposits to the bank. Qualifications Degree in Accounting/Business preferred. Must be knowledgeable of accounting principles. Previous AP experience, Hotel Night Audit or Front Office experience preferred. Must be knowledgeable in Microsoft Excel & Word; Excellent written, verbal and communication skills; professional demeanour required. Strong organizational skills with demonstrated numerical aptitude required. Strong Attention to Detail, and excellent time management skills. Able to solve problems in a timely and efficient manner. Must be able to work well under pressure. Additional InformationThe ideal candidate will be self motivated with a hands-on and flexible approach and be able to adapt to unpredictable events. You are pro-active and reliable and will thrive through working in a busy environment and stay calm under pressure, have attention to details and should possess following competencies: * Understanding the job Teamwork Taking Responsibility Recognising Differences Adaptability Customer Focus Anantara",https://www.careerjet.com.om/jobad/omd8e07424c8c4e0d18ce52c25cc220b2a,careerjet
Planning Engineer - Senior,Six Construct,"Sohar, Al Batinah",2025-06-19T11:41:47,"Company DescriptionSix Construct, a subsidiary of the BESIX Group, is the largest Belgian construction company operating in the Middle East. The company combines the efforts of a highly skilled workforce, along with strategic planning and innovative use of technology to overcome the most complex business challenges. Six Construct is a multi-services company that operates in the construction of commercial and residential buildings, sport and leisure facilities, infrastructure and marine-related projects. The company currently employs a workforce of 16,000 in the Middle East, and a total of 19,000 worldwide.Job Description Conduct critical reviews and analysis of planning deliverables prepared by other team members to ensure accuracy, consistency, and alignment with project objectives. Provide guidance, mentorship, and coordination support to junior planners to foster professional development and ensure quality outputs across the planning team. Effectively communicate planning strategies, schedules, and updates to project team members, and confidently defend planning decisions when required. Perform delay analysis using various recognized techniques to support claims, assess impacts, and recommend mitigation strategies. Deliver comprehensive planning support for large-scale or complex projects, ensuring alignment with contractual and operational requirements. Lead and manage the project planning team, ensuring coordination across disciplines and timely delivery of all planning-related outputs. Skills and Competencies: Very good skills in Primavera Proficient in MS Excel Good skills in MS PowerPoint Familiarity with other planning software, e.g., Tilos Good knowledge of English Good understanding of key contract documents and their relation to the planning process Committed and resilient Good team-player and a leader Qualifications Degree in Civil Engineering; Post-graduate qualifications relating to planning are a plus; Over 8 years of project planning and controls experience in construction, with a focus on civil, marine, environmental, and building works—preferably in marine/infrastructure projects. Proven expertise in developing comprehensive Work Breakdown Structures (WBS) tailored to the scope and scale of medium-sized projects. Skilled in applying various recognized delay analysis techniques to evaluate schedule impacts and support claims or recovery planning. Experienced in preparing resource- and cost-loaded baseline programmes that align with project objectives and contractual requirements. Proficient in generating detailed progress reports utilizing a range of visual tools to communicate project status effectively to stakeholders. Capable of developing recovery and target programmes in response to delays or scope changes. Adept at using visual planning tools such as Line of Balance and Time Displacement diagrams to enhance communication and stakeholder understanding of project timelines. Flexibility on Project assignment within the Middle East (potentially in remote areas) Additional InformationWe believe our employees are key to our success, hence, we offer an inspiring working environment where our people feel rewarded & engaged. Career opportunities & training programs are offered to help you develop both personally and professionally and we offer attractive additional benefits to your monthly remuneration. Six Construct",https://www.careerjet.com.om/jobad/om4c215896f32b015d03c774838bf882ed,careerjet
Personal Assistant,G MASS,Muscat,2025-06-19T11:41:48,"We are looking for a highly organized, discreet, and proactive Personal Assistant to support the executive leadership team of a commercial business based in Muscat, Oman. This role requires an individual who can manage complex schedules, handle sensitive information with the utmost confidentiality, and act as a reliable point of contact between the executives and both internal teams and external stakeholders.Key Responsibilities: Efficiently manage and coordinate calendars, appointments, and schedules for senior executives. Organize and oversee meetings, conferences, and international/domestic travel arrangements. Prepare high-quality reports, presentations, and documentation as required. Handle confidential communications including emails, calls, and correspondence with professionalism and discretion. Liaise with internal departments, clients, vendors, and global stakeholders on behalf of executives. Maintain accurate records and filing systems (both digital and physical) to ensure accessibility and compliance. Track action items and project deadlines, ensuring timely follow-ups and completion. Provide personal assistance to executives when required, always upholding strict confidentiality. Requirements Bachelor’s degree in Business Administration, Communications, or a related field preferred. Minimum of 3 years’ experience in a similar role supporting C-level or senior management, ideally within a fast-paced, global environment. Excellent communication skills, both written and verbal. Proficient in Microsoft Office Suite (Word, Excel, PowerPoint, Outlook); experience with scheduling and project management tools is a plus. Outstanding organizational and time-management abilities; capable of managing multiple priorities simultaneously. High level of discretion, integrity, and professional judgment. Self-motivated with the ability to work independently and maintain composure under pressure. BenefitsSalary and benefits to be discussed. G MASS",https://www.careerjet.com.om/jobad/omc4eefe8019822245eab11cfdcb31d5a8,careerjet
Technical Office Engineer - Senior,Six Construct,"Sohar, Al Batinah",2025-06-19T11:41:48,"Company DescriptionSix Construct, a subsidiary of the BESIX Group, is the largest Belgian construction company operating in the Middle East. The company combines the efforts of a highly skilled workforce, along with strategic planning and innovative use of technology to overcome the most complex business challenges. Six Construct is a multi-services company that operates in the construction of commercial and residential buildings, sport and leisure facilities, infrastructure and marine-related projects. The company currently employs a workforce of 16,000 in the Middle East, and a total of 19,000 worldwide.Job DescriptionThe Senior Technical Office Engineer will be responsible for coordinating all technical aspects of construction related to jetty and marine infrastructure works, with a strong focus on planning, execution support, and document control. The role requires a deep understanding of marine construction, excellent coordination with design and construction teams, and proactive problem-solving abilities. Responsibilities are but not limited to the following: Lead and coordinate technical office activities including preparation, review, and submission of shop drawings, method statements, and as-built documentation for marine works (quay walls, jetties, breakwaters, dolphins, etc.). Ensure all construction works comply with project specifications, drawings, and client requirements, particularly within marine and offshore environments. Interface and coordinate with design consultants, subcontractors, and internal construction teams to resolve technical queries and discrepancies. Evaluate and propose value engineering solutions to enhance construction efficiency and reduce cost. Participate in technical meetings, progress reviews, and design coordination sessions with clients and stakeholders. Provide technical support to the procurement team, including review of material submittals and conducting technical evaluations. Track and report material quantities, construction progress, and document status using internal systems and dashboards. Monitor and support construction execution ensuring alignment with approved methods, safety standards, and quality requirements. Assist with variation orders, claims documentation, and delay analysis from a technical perspective. Coordinate with HSE and QA/QC departments to ensure compliance with project standards and specifications. Support pre-commissioning and commissioning activities and project handover documentation. Qualifications Bachelor’s Degree in Civil Engineering (or equivalent). Over 10 years of experience in the construction industry, with at least 7 years in marine/jetty projects. Previous work experience with international contractors on large-scale marine infrastructure. Middle East experience is a plus. Strong understanding of marine structures including VLCC jetties, quay walls, breakwaters, dredging operations, and revetment works. Proven track record in technical office management, interface coordination, and documentation control. Proficient in BIM software, AutoCAD, MS Office, Primavera (basic), and other engineering tools. Familiar with international standards (BS, ASTM, Eurocodes) and project controls tools. Involvement in design coordination, execution support, and project closeout phases is preferred. Experience with both onshore and offshore construction components is preferred Excellent communication, leadership, and organizational skills. Willing to accept project assignments, including those in remote locations. Additional InformationSix Construct is guided by our core values of respect, excellence, co-creation, passion, and unity. Our values are at the heart of everything we do, creating a diverse and inclusive workplace where everyone feels valued, secure, and motivated to reach their full potential. Six Construct",https://www.careerjet.com.om/jobad/oma235de85996f5617cede8862a04eeb7f,careerjet
English Language Lecturer,Albinora Consulting FZE (Muscat),Muscat,2025-06-23T11:41:49,"Job Summary Teach & manage students learning. Assess students work and provide feedback. Participating in preparing an annual English Language teaching plan. Record and monitor students attendance and attitude in the class room. Organize the availability of materials to support students learning. Contribute to the administration and management of courses of study and other projects. Contribute to the development of new courses and other projects. Correcting assignments and marking examinations scripts. Setting assignments and quizzes. Engage in activities that develop your competence and capacity for this job generally. Effectively manage your work effort within the guidelines established by your contract, Staff Regulations and your line manager. Any other duties relevant to this job and assigned by the management. Required Skills Postgraduate Degree / Bachelor Degree in English Language & Literature. Minimum of 4 years teaching experience. CELTA is an added advantage. Experience in training EAP/ESP/IELTS will be preferable. Familiarity with a technologically infused academic environment, cultural awareness and sensitivity are essential. This post is for native speakers only. Edarabia",https://www.careerjet.com.om/jobad/om854d98021335a5042aa0e96125f19b5b,careerjet
Senior Engineer Maintenance Planning,OQ,"Duqm, Al Wusta",2025-06-21T11:41:49,"Job titleMaintenance Planning Snr EngineerGradeStreamDownstreamFunctionMaintenance OQ8LocationDuqmBudget control*OPEX and/or CAPEX and/or Revenue amount as relevant*Reporting toTL Maintenance PlanningDirect reportsJob purposeDrive routine planning & Scheduling maintenance services at OQ8 Assets under Team Leader Maintenance Planning, to the plans that renew the assets and maximizes long term value creation, through; (1) Executes Set up proper planning & scheduling assigned task to avoid delays during execution phase while using computerized maintenance management programs for Preventive Maintenance, (2) Generate Work Order on the system once request is received and approved after quality review, and (3) Set up proper Plans to avoid delays during execution phase; in order to contribute with the maximum availability of plant by optimization of cost & resources.The position will act in accordance with the OQ8's Mission, Vision, Values & Strategies, as well as, policies, guidelines, and international standards, supported by an IT Technology platform, HSE standards, Oman's government & other legal justification's, and best international practices in consonance with national objectives.Main tasks and responsibilities Executes the Preventive Maintenance Program using a computerized maintenance management system/software Generate Work Order on the system once a request is received and approved after quality review. Coordinate downtime of equipment. Prepare work packages for every planned maintenance activity inclusive of repetitive maintenance. Assist with development of annual overhaul/shutdown schedules Communicate with Work Requestor for complete clarity of work to be executed. Discuss with Operations how work will be performed and what will be required. Communicate with the Execution Team and Operations regarding expectations of work before the equipment is taken out of service. Coordinate daily as well as weekly planning meetings related to maintenance. Execute MPI techniques to improve overall efficiency. Coordinate to rebuild spare equipment through external suppliers. Collect drawings, manuals, and other documents to assist contractor and maintenance repairs or modifications. Submit engineering drawings for any further required revisions or upgrades. Execute modification in maintenance records and key equipment with significant spares during setting apt reorder levels along with quantities. Support department's compliance to any Lean Manufacturing goals and objectives. Assist with engineering for spare parts preparation and PM Lists for new equipment. Provide technical assistance for supporting entire on-site maintenance activities. Support proactively all EH&S procedures and policies. Responsible to arrange all resources to be required during the execution phase in order to reduce loss of time and delays. (Internal & external Manpower, equipment, materials, etc.). Analyze costs in order to look for the best strategy in order of time and money for the organization. Work along Contract Team Department following up the proper performance of Contractor providing services to the Organization. Maintain confidentiality of all records and company matters. Maintain a high level of service and work performance, and also support and promote a positive and cooperative team environment, which fosters creative problem solving and shared learning. Key interactionsInternal: All Maintenance Managers & Engineers, Planners, Operations, Procurement, Logistic & HSSEExternal: Contractors, Vendors & SuppliersNotable Working Conditions. Field Operations and office environment, Moderate to intensive computer screen use.Education requirementsMinimum Qualifications for this position is Degree in Mechanical/Electrical/Instrumentation Engineering or similarLanguage requirementsExcellent knowledge of written, read, and spoken English (required)Background and experienceCompetencies and skills 8+ years of relevant experience Experience as Supervisor Maintenance in similar Area within the Oil & Gas / Refinery / Petrochemical industry. Experience and knowledge in project planning, cost control, contract development, installation, troubleshooting, and start-up. Experience in Maintenance Planning & Scheduling field within Oil & Gas Industry. Experienced in scheduling planned activities during a specific period. Experience in Project Planning using MS Project or Primavera Experience with the usage of CMMS Tools as SAP PM&MM Modules. Knowledge: In how to describe what is to be accomplished and estimate, how many labor-hours will be required. In Computerized Maintenance Management Systems (CMMS) With advanced expertise in SAP- PM Module. Primavera P6 / Maximo / MS Project Familiar with techniques for ensuring data integrity with various integration of information/ reports Sound judgment in technical matters with good skills in engineering field materials specifications and international standards. Good knowledge in Quality Assurance, Quality Control, and HSE plans. Must be ready when problems arise, or to anticipate problems before they happen. Sound judgment in technical matters with good skills in engineering field materials specifications and international standards. Experience as a Planner in Maintenance Planning Services (Oil & Gas / Petrochemical or Refinery Plant experience preferred). Operations / Process Engineer role within the Oil & Gas / Refinery / Petrochemical industry, preferably with experience in the area/assets associated with this position Refinery Operation Planning and Scheduling - refinery process and plant equipment including the use of computer-based tools. Computerized Maintenance Management Systems (CMMS). SAP expertise- PM Module. & Primavera P6 / Maximo / MS Project/ Proficiency in M/S Office Knowledge of reading and interpreting P&ID & PFD Sound judgment in technical matters with good skills in the engineering field. Proven experience with Personal Safety Management.in Quality Assurance, Quality Control, and HSE plans. Good knowledge of HSE / SCE equipment & plans. HSE (Permit to Work - PTW, Confined Space, Process Safety, H2S Awareness, Basic Fire Fighting, HAZOP., Good knowledge Managing Risks and Hazards, Emergency Response. Planning and performance management Planning and Organization. Root Cause Analysis (RCA) Reading and interpreting engineering drawings Project Management Developing and Modifying Technical Procedures Verbal and writing reporting skills-effective Communication Leadership and people management skills Demonstrated leadership impact to deliver improved and sustained performance Able to build relationships within department staff and contractors with a focus on collaboration. Ability to manage multiple priorities in a diversified and critical environment. Ability to align the requirements of operations and maintenance Familiar with techniques for ensuring data integrity with various integration of information/ reports Knowledge in estimating, budgeting, and cost control. AuthorizationLine managerDate:(signature)Job Req ID: 56509Date: Jun 19, 2025Location:Duqm, OMEntity: Duqm Refinery & PetrochemBusiness Unit:Division:Country/Region: OM OQ",https://www.careerjet.com.om/jobad/om3ccb329e282b4cf2742b3e73425c856d,careerjet
Reservations Supervisor,Hilton,Muscat,2025-06-21T11:41:50,"A Reservations Supervisor oversees the Reservations Team and how it performs routine procedures in order to maximise revenue and Guest satisfaction.What will I be doing?As Reservations Supervisor, you oversee the Reservations Team and how it performs routine procedures in order to maximise revenue and Guest satisfaction. The Reservations Supervisor will work with the Reservations Team to develop future and repeat business opportunities. Specifically, you will be responsible for performing the following tasks to the highest standards: Assist in the day-to-day operations of the Reservations Department Manage telephone, fax and email enquiries in a prompt and professional manner and in accordance with company standards ensuring accuracy and attention to detail at all times Understand seasonal and historical trends and work within them to ensure maximum occupancy and average room rates Identify new contacts, develop sales leads, and respond to sales opportunities in order to maximise revenue Produce quotations and written confirmation to all clients Monitor customer satisfaction regularly and resolve any outstanding issues to ensure future business Ensure Team Members are developed effectively, maintain a thorough understanding of hotel facilities and processes, and generate a culture of high quality standards for relationship building, customer service, selling techniques, and billing and processing contracts Ensure bookings are guaranteed and no show charges/late cancellation charges are applied where appropriate, and Reservations policies and procedures are followed to ensure Guest satisfaction Monitor the appearance, standards and performance of the Reservations Team with an emphasis on training and teamwork Assist in the recruiting, managing, training and developing of the Reservation team What are we looking for?A Reservations Supervisor serving Hilton brands is always working on behalf of our Guests and working with other Team Members. To successfully fill this role, you should maintain the attitude, behaviours, skills, and values that follow: Good organisational and administration skills Positive attitude and good communication skills Commitment to delivering a high level of customer service Confident telephone manner High level of IT skills Excellent grooming standards It would be advantageous in this position for you to demonstrate the following capabilities and distinctions: Knowledge of the hotel property management systems Previous experience in the Reservations/Sales function within the hotel/leisure sector Relevant degree or other qualification in a business discipline What will it be like to work for Hilton?Hilton is the leading global hospitality company, spanning the lodging sector from luxurious full-service hotels and resorts to extended-stay suites and mid-priced hotels. For nearly a century, Hilton has offered business and leisure travelers the finest in accommodations, service, amenities and value. Hilton is dedicated to continuing its tradition of providing exceptional guest experiences across its . Our vision “to fill the earth with the light and warmth of hospitality” unites us as a team to create remarkable hospitality experiences around the world every day. And, our amazing Team Members are at the heart of it all! Hilton",https://www.careerjet.com.om/jobad/om3c9821805d5988bfe4bf1df36a63c933,careerjet
